Negative log P values,Empirical frequency,Expected frequency,Motif
0.049189044697838254,0.15445757599846424,0.15377034978111506,['1']
0.04643545591121782,0.16828380787554434,0.1676102206147862,['5']
0.003625245100983751,0.14914799839995274,0.14909550943499794,['2']
